City,Latitude,Longitude,Property_Type,Ownership,Condition,Available_Utilities,Bedrooms,Bathrooms,Size_sqm,Price_NGN
Benin city,6.35505,5.56858,Mini Flat,Sale,Fairly Used,Water,3.0,4.0,505.0,89782040.0
Jos,9.86779,8.90181,Mini Flat,Sale,Fairly Used,Water,6.0,4.0,50.0,39024882.0
Port harcourt,4.85508,7.02995,Duplx,Rent,Old,Water,2.0,3.0,157.0,58052044.0
Kaduna,10.47899,7.40766,Studio,Sale,New,Electricity,5.0,3.0,343.0,188907756.0
Abuja,9.10247,7.4309,Mini Flat,Sale,New,Internet,2.0,4.0,223.0,36287382.0
Port harcourt,4.78362,7.03821,Detached House,Sale,Fairly Used,Security,2.0,1.0,212.0,53141450.0
Benin city,6.33729,5.63597,Apartment,Rent,Fairly Used,Security,1.0,1.0,520.0,484068479.0
Benin city,6.35443,5.57812,Appartment,Sale,New,Water,3.0,2.0,233.0,5798956.0
Ibadan,7.33169,3.93024,Apartment,Rent,New,Electricity,6.0,3.0,536.0,28826139.0
Abuja,9.06325,7.42636,Detached House,Rent,New,Parking,1.0,4.0,90.0,60795360.0
Benin city,6.3272,5.61523,Duplx,Sale,Old,Security,2.0,2.0,198.0,73636308.0
Maiduguri,11.83355,13.10631,Duplx,Sale,Fairly Used,Security,3.0,2.0,295.0,36436788.0
Lagos,6.57364,3.3935,Apartment,Sale,New,Internet,3.0,1.0,143.0,385021614.0
Enugu,6.52242,7.51666,Appartment,Rent,Fairly Used,Water,2.0,1.0,433.0,39901172.0
Kano,12.03682,8.62855,Studio,Sale,Old,Water,3.0,2.0,585.0,16791109.0
Ibadan,7.34034,3.98853,Studio,Sale,Old,Security,6.0,1.0,465.0,68290491.0
Maiduguri,11.82817,13.10187,Duplex,Sale,Fairly Used,Security,6.0,3.0,116.0,342610093.0
Ibadan,7.36003,3.95827,Duplex,Rent,Old,Security,5.0,4.0,184.0,152555909.0
Abuja,9.11878,7.40554,Appartment,Sale,New,Security,1.0,4.0,559.0,66069521.0
Enugu,6.53511,7.46499,Mini Flat,Rent,Old,Internet,3.0,4.0,481.0,107090151.0
Abuja,9.05444,7.3607,Detached House,Rent,Fairly Used,Electricity,2.0,2.0,110.0,61020286.0
Kano,12.00932,8.6111,Appartment,Sale,New,Electricity,2.0,3.0,213.0,88817471.0
Abuja,9.04998,7.35709,Studio,Rent,New,Internet,2.0,3.0,421.0,41232098.0
Benin city,6.38379,5.58545,Apartment,Sale,New,Water,2.0,3.0,195.0,327363531.0
Maiduguri,11.85211,13.1026,Duplex,Rent,Fairly Used,Parking,5.0,2.0,306.0,219723908.0
Lagos,6.53865,3.387,Appartment,Rent,Fairly Used,Water,2.0,2.0,154.0,83083230.0
Abuja,9.10643,7.3742,Apartment,Rent,Old,Electricity,3.0,1.0,275.0,245327208.0
Lagos,6.52922,3.33481,Studio,Rent,Old,Security,5.0,2.0,125.0,96291890.0
Abuja,9.04293,7.43554,Duplx,Sale,Fairly Used,Security,5.0,1.0,40.0,46305619.0
Lagos,6.49158,3.42456,Mini Flat,Rent,Old,Electricity,6.0,3.0,411.0,3432599.0
Enugu,6.53073,7.54119,Apartment,Sale,New,Electricity,1.0,2.0,577.0,489489471.0
Port harcourt,4.83461,7.08426,Studio,Rent,Old,Internet,4.0,4.0,516.0,415465009.0
Lagos,6.47998,3.38264,Studio,Rent,New,Internet,2.0,2.0,341.0,54959397.0
Jos,9.91976,8.80893,Studio,Sale,Fairly Used,Electricity,3.0,3.0,471.0,80402919.0
Maiduguri,11.80396,13.17278,Apartment,Rent,Fairly Used,Parking,2.0,1.0,545.0,291865813.0
Port harcourt,4.78652,7.0416,Studio,Rent,Fairly Used,Security,6.0,3.0,146.0,35548517.0
Lagos,6.55284,3.41152,Detached House,Sale,Old,Water,3.0,4.0,91.0,375766926.0
Abuja,9.11186,7.40045,Apartment,Sale,New,Security,3.0,1.0,324.0,276857726.0
Enugu,6.56006,7.50766,Duplx,Rent,Old,Water,6.0,2.0,388.0,423988628.0
Abuja,9.0494,7.41704,Mini Flat,Rent,Old,Water,3.0,4.0,101.0,51264768.0
Enugu,6.52753,7.5413,Duplx,Sale,Fairly Used,Internet,6.0,2.0,40.0,96084017.0
Jos,9.89591,8.87941,Studio,Sale,Fairly Used,Internet,2.0,2.0,396.0,229614973.0
Ibadan,7.38767,3.91188,Duplx,Rent,New,Water,5.0,1.0,120.0,398649944.0
Kaduna,10.50212,7.42753,Detached House,Sale,Fairly Used,Water,6.0,3.0,113.0,109763041.0
Enugu,6.51614,7.51482,Apartment,Sale,Fairly Used,Internet,2.0,1.0,239.0,383678517.0
Enugu,6.55722,7.53796,Appartment,Sale,Fairly Used,Electricity,4.0,3.0,46.0,61548169.0
Benin city,6.35996,5.58819,Detached House,Sale,New,Electricity,6.0,2.0,328.0,283254074.0
Lagos,6.5337,3.38565,Bungalow,Rent,New,Water,4.0,1.0,506.0,224392732.0
Maiduguri,11.78145,13.18794,Mini Flat,Sale,New,Parking,2.0,2.0,247.0,306568894.0
Maiduguri,11.81447,13.18705,Duplx,Sale,Old,Security,1.0,4.0,584.0,190937063.0
Kaduna,10.5287,7.45323,Detached House,Rent,Old,Electricity,1.0,1.0,160.0,86746198.0
Abuja,9.05851,7.41893,Bungalow,Sale,New,Parking,5.0,4.0,307.0,412479669.0
Jos,9.87623,8.89901,Duplx,Sale,New,Water,5.0,4.0,90.0,88878527.0
Abuja,9.08592,7.42004,Detached House,Rent,New,Security,5.0,3.0,388.0,30268894.0
Lagos,6.49204,3.36194,Mini Flat,Rent,Old,Parking,1.0,4.0,42.0,46193163.0
Enugu,6.50674,7.54152,Duplx,Rent,Old,Security,6.0,2.0,60.0,87914460.0
Kano,11.97174,8.63965,Bungalow,Rent,Old,Internet,6.0,3.0,599.0,24569017.0
Lagos,6.48964,3.42333,Mini Flat,Rent,Fairly Used,Internet,5.0,2.0,90.0,67578477.0
Kaduna,10.49844,7.41176,Duplex,Sale,Old,Parking,1.0,3.0,233.0,88415298.0
Ibadan,7.40832,3.9914,Detached House,Sale,New,Internet,3.0,4.0,100.0,15780226.0
Enugu,6.55784,7.51001,Appartment,Rent,Old,Water,4.0,3.0,320.0,34423382.0
Ibadan,7.40797,3.92337,Duplex,Sale,New,Security,1.0,2.0,467.0,20945937.0
Kaduna,10.49364,7.47592,Bungalow,Rent,Old,Electricity,3.0,3.0,507.0,50996606.0
Kaduna,10.55936,7.4219,Duplx,Rent,New,Electricity,3.0,4.0,420.0,97561414.0
Benin city,6.31213,5.64847,Duplx,Rent,Fairly Used,Water,1.0,2.0,178.0,59155430.0
Kaduna,10.52719,7.41738,Detached House,Sale,Old,Electricity,6.0,2.0,153.0,45107474.0
Enugu,6.533,7.46627,Duplex,Sale,Fairly Used,Security,6.0,2.0,252.0,24973534.0
Ibadan,7.37607,3.95705,Duplx,Rent,New,Security,4.0,1.0,210.0,402863678.0
Kaduna,10.5433,7.41861,Studio,Rent,Fairly Used,Water,5.0,4.0,341.0,58151284.0
Kano,12.04836,8.58796,Apartment,Sale,New,Water,2.0,1.0,312.0,69895613.0
Lagos,6.5638,3.42404,Duplex,Sale,Fairly Used,Parking,5.0,2.0,582.0,251192201.0
Enugu,6.55187,7.53856,Apartment,Rent,Old,Security,5.0,3.0,555.0,97798561.0
Lagos,6.50142,3.38993,Duplx,Sale,New,Water,2.0,1.0,388.0,483174042.0
Jos,9.8705,8.88215,Detached House,Sale,Fairly Used,Electricity,3.0,2.0,118.0,248279724.0
Maiduguri,11.83727,13.1767,Studio,Sale,Old,Electricity,5.0,4.0,311.0,3290384.0
Kano,11.95926,8.60857,Appartment,Sale,New,Security,5.0,3.0,319.0,26678434.0
Kaduna,10.49454,7.42448,Studio,Sale,Old,Electricity,6.0,4.0,249.0,34484104.0
Abuja,9.09435,7.4183,Appartment,Rent,Old,Electricity,1.0,2.0,138.0,98135584.0
Benin city,6.36817,5.55966,Appartment,Sale,Old,Parking,5.0,1.0,563.0,481745166.0
Maiduguri,11.84783,13.17282,Mini Flat,Sale,Old,Electricity,2.0,4.0,55.0,34904463.0
Lagos,6.53406,3.41426,Duplx,Sale,Old,Parking,5.0,4.0,496.0,87854935.0
Ibadan,7.41241,3.97944,Studio,Rent,New,Electricity,5.0,1.0,242.0,60378120.0
Enugu,6.54294,7.46961,Studio,Rent,Fairly Used,Internet,1.0,4.0,531.0,148814223.0
Kano,12.02481,8.62539,Mini Flat,Sale,Fairly Used,Internet,1.0,4.0,58.0,30092002.0
Jos,9.89196,8.85758,Mini Flat,Rent,New,Water,1.0,1.0,559.0,161795469.0
Kano,11.97327,8.56325,Duplex,Sale,Fairly Used,Water,2.0,2.0,557.0,7782110.0
Benin city,6.31347,5.5829,Bungalow,Rent,New,Security,6.0,2.0,349.0,62271536.0
Port harcourt,4.85875,7.09116,Apartment,Sale,Old,Water,2.0,4.0,361.0,7173743.0
Kano,11.99368,8.61609,Studio,Rent,Fairly Used,Electricity,2.0,4.0,358.0,93146472.0
Kano,11.96487,8.56223,Duplx,Sale,Old,Parking,6.0,3.0,355.0,63343296.0
Kano,12.02043,8.57955,Bungalow,Sale,Fairly Used,Internet,6.0,3.0,300.0,105961582.0
Abuja,9.10778,7.35121,Appartment,Sale,Fairly Used,Electricity,5.0,4.0,424.0,44481874.0
Ibadan,7.4126,3.91389,Apartment,Sale,New,Electricity,4.0,4.0,179.0,39891204.0
Kano,12.01557,8.62738,Appartment,Rent,Old,Security,3.0,1.0,135.0,49336270.0
Kano,11.95658,8.60669,Appartment,Sale,New,Electricity,1.0,4.0,119.0,147100566.0
Kano,12.01261,8.59478,Apartment,Sale,New,Water,1.0,4.0,273.0,156832329.0
Abuja,9.03002,7.40817,Duplx,Sale,Fairly Used,Security,6.0,1.0,226.0,468526745.0
Lagos,6.57315,3.34356,Bungalow,Rent,Old,Internet,3.0,1.0,388.0,54568991.0
Port harcourt,4.81719,7.04138,Duplx,Rent,Fairly Used,Security,6.0,2.0,301.0,91751666.0
Jos,9.8744,8.83812,Mini Flat,Rent,Fairly Used,Parking,5.0,4.0,386.0,8892574.0
Kano,12.02042,8.555,Bungalow,Sale,Fairly Used,Parking,2.0,3.0,130.0,172295649.0
Port harcourt,4.85989,7.07422,Appartment,Rent,New,Water,4.0,3.0,173.0,32379412.0
Ibadan,7.39368,3.96397,Duplx,Rent,Old,Parking,1.0,4.0,258.0,72186846.0
Abuja,9.04885,7.43195,Duplx,Sale,New,Security,6.0,3.0,120.0,193891162.0
Ibadan,7.40615,3.99569,Detached House,Sale,Old,Parking,4.0,4.0,544.0,315647466.0
Kano,12.01815,8.56912,Appartment,Rent,Old,Internet,2.0,3.0,539.0,358448828.0
Kaduna,10.52604,7.42923,Duplex,Rent,Old,Security,1.0,2.0,523.0,261657835.0
Benin city,6.33082,5.62679,Appartment,Rent,Old,Security,4.0,2.0,323.0,492197475.0
Port harcourt,4.80793,7.02963,Duplx,Sale,Old,Security,4.0,1.0,231.0,339472159.0
Ibadan,7.35059,3.90956,Duplex,Sale,Fairly Used,Electricity,5.0,3.0,275.0,24640137.0
Port harcourt,4.80733,7.04299,Mini Flat,Sale,Fairly Used,Parking,2.0,1.0,299.0,51105395.0
Abuja,9.11133,7.43354,Apartment,Rent,Fairly Used,Parking,5.0,2.0,436.0,91704311.0
Port harcourt,4.81839,7.01031,Apartment,Rent,Fairly Used,Internet,2.0,1.0,416.0,83176321.0
Jos,9.94489,8.88396,Duplx,Sale,New,Security,5.0,2.0,269.0,2929942.0
Maiduguri,11.87506,13.13556,Duplex,Sale,Fairly Used,Electricity,6.0,3.0,187.0,40571879.0
Abuja,9.06285,7.42549,Studio,Rent,Fairly Used,Internet,2.0,2.0,337.0,413669930.0
Jos,9.90888,8.84616,Mini Flat,Sale,Fairly Used,Electricity,5.0,3.0,421.0,14453846.0
Enugu,6.55883,7.54534,Bungalow,Rent,New,Parking,2.0,2.0,227.0,57978840.0
Kano,12.01485,8.60895,Appartment,Sale,New,Parking,1.0,1.0,179.0,23124432.0
Maiduguri,11.79825,13.19351,Apartment,Rent,Fairly Used,Water,4.0,4.0,484.0,21826122.0
Enugu,6.53418,7.48771,Detached House,Rent,New,Water,6.0,4.0,294.0,2934731.0
Maiduguri,11.79892,13.12298,Apartment,Sale,Old,Security,6.0,1.0,254.0,78678991.0
Kano,11.98715,8.63117,Bungalow,Rent,New,Security,5.0,1.0,248.0,243292584.0
Ibadan,7.34266,3.9465,Apartment,Rent,New,Electricity,4.0,3.0,375.0,25025498.0
Maiduguri,11.81649,13.13564,Mini Flat,Sale,Old,Water,3.0,2.0,275.0,493339244.0
Abuja,9.08749,7.36411,Bungalow,Sale,Fairly Used,Parking,2.0,3.0,461.0,35329809.0
Abuja,9.11327,7.41184,Bungalow,Rent,Fairly Used,Water,4.0,1.0,349.0,492945603.0
Maiduguri,11.8762,13.11617,Duplx,Rent,Fairly Used,Electricity,5.0,3.0,358.0,154449379.0
Lagos,6.49034,3.40041,Mini Flat,Rent,Fairly Used,Parking,6.0,4.0,145.0,67999527.0
Port harcourt,4.85693,7.06815,Detached House,Sale,Old,Security,1.0,3.0,594.0,71134568.0
Maiduguri,11.839,13.18412,Bungalow,Rent,Old,Electricity,2.0,3.0,502.0,51233887.0
Kano,11.99622,8.55976,Mini Flat,Sale,Old,Internet,3.0,4.0,148.0,92228081.0
Kaduna,10.49683,7.46989,Duplex,Sale,Old,Parking,3.0,1.0,571.0,50163698.0
Enugu,6.47804,7.47815,Mini Flat,Rent,Fairly Used,Water,3.0,2.0,163.0,96616300.0
Enugu,6.50692,7.555,Appartment,Rent,New,Internet,6.0,3.0,129.0,91522814.0
Benin city,6.35423,5.59149,Apartment,Sale,New,Electricity,2.0,3.0,190.0,81755567.0
Maiduguri,11.79029,13.17173,Mini Flat,Rent,New,Security,2.0,4.0,237.0,48291105.0
Ibadan,7.34121,3.9499,Apartment,Sale,Old,Electricity,1.0,3.0,525.0,370901269.0
Lagos,6.53561,3.42199,Detached House,Rent,Old,Water,2.0,4.0,512.0,445296739.0
Kaduna,10.52617,7.39042,Mini Flat,Sale,Old,Security,2.0,4.0,270.0,93239452.0
Maiduguri,11.81679,13.12858,Appartment,Rent,Fairly Used,Security,3.0,3.0,487.0,75894409.0
Jos,9.86325,8.89873,Appartment,Sale,Old,Water,4.0,2.0,527.0,119040598.0
Kano,11.95228,8.62902,Bungalow,Sale,Fairly Used,Security,6.0,1.0,112.0,204172470.0
Port harcourt,4.83793,7.04424,Detached House,Sale,Old,Electricity,4.0,3.0,596.0,367377506.0
Kaduna,10.49537,7.47074,Duplex,Sale,New,Electricity,2.0,1.0,101.0,4602981.0
Kaduna,10.54607,7.43821,Appartment,Sale,New,Water,6.0,3.0,424.0,2920938.0
Maiduguri,11.83247,13.12111,Duplx,Sale,Old,Security,2.0,4.0,322.0,16052763.0
Lagos,6.52726,3.41476,Studio,Sale,New,Internet,1.0,1.0,192.0,71540252.0
Benin city,6.38164,5.64575,Mini Flat,Sale,New,Electricity,3.0,4.0,310.0,33345885.0
Lagos,6.51278,3.3577,Mini Flat,Sale,Fairly Used,Electricity,3.0,4.0,506.0,88813169.0
Benin city,6.2944,5.63629,Bungalow,Rent,Fairly Used,Security,6.0,1.0,493.0,29789870.0
Jos,9.86474,8.81793,Bungalow,Rent,New,Parking,1.0,2.0,544.0,288326195.0
Kaduna,10.56131,7.47772,Duplex,Rent,Old,Water,2.0,3.0,230.0,48256973.0
Jos,9.91755,8.83764,Appartment,Sale,New,Water,2.0,4.0,125.0,11809363.0
Enugu,6.49238,7.46649,Bungalow,Rent,New,Electricity,1.0,2.0,386.0,118807493.0
Enugu,6.47536,7.52714,Mini Flat,Rent,New,Water,2.0,3.0,205.0,357046786.0
Ibadan,7.41474,3.96458,Mini Flat,Rent,Old,Security,5.0,1.0,408.0,350973852.0
Kaduna,10.53549,7.45727,Duplx,Rent,Old,Water,3.0,2.0,54.0,159956977.0
Abuja,9.06974,7.43473,Bungalow,Sale,Old,Security,2.0,3.0,170.0,135529475.0
Lagos,6.49545,3.39802,Apartment,Sale,Old,Parking,6.0,1.0,49.0,488473227.0
Enugu,6.49165,7.47713,Bungalow,Sale,Fairly Used,Internet,5.0,3.0,372.0,87890882.0
Kaduna,10.52402,7.39056,Mini Flat,Rent,New,Internet,2.0,1.0,432.0,43703435.0
Lagos,6.50359,3.34921,Mini Flat,Rent,New,Security,3.0,2.0,579.0,131824154.0
Jos,9.92065,8.90113,Appartment,Rent,New,Water,4.0,4.0,562.0,43464423.0
Lagos,6.4977,3.37158,Detached House,Rent,Old,Security,6.0,3.0,144.0,460858573.0
Benin city,6.31054,5.61977,Detached House,Sale,New,Water,2.0,1.0,113.0,288672958.0
Jos,9.85979,8.87441,Apartment,Sale,Old,Internet,2.0,2.0,128.0,44938480.0
Abuja,9.12545,7.38947,Bungalow,Rent,New,Internet,5.0,2.0,163.0,174433466.0
Kaduna,10.52862,7.44474,Bungalow,Sale,New,Electricity,4.0,4.0,235.0,265402778.0
Abuja,9.09209,7.4429,Duplx,Rent,New,Internet,1.0,4.0,519.0,25646767.0
Benin city,6.3151,5.62298,Appartment,Sale,Old,Water,2.0,3.0,205.0,91518926.0
Lagos,6.48541,3.38825,Mini Flat,Rent,Fairly Used,Water,4.0,2.0,88.0,328888109.0
Port harcourt,4.78816,7.03026,Detached House,Rent,Fairly Used,Internet,3.0,2.0,139.0,12914433.0
Enugu,6.49943,7.47403,Apartment,Sale,New,Water,2.0,1.0,375.0,403172496.0
Maiduguri,11.84039,13.11838,Bungalow,Sale,Old,Security,5.0,4.0,201.0,338598303.0
Lagos,6.49206,3.42915,Appartment,Rent,Fairly Used,Internet,3.0,2.0,79.0,289752845.0
Kano,12.04876,8.60554,Mini Flat,Rent,New,Parking,3.0,4.0,139.0,354216516.0
Maiduguri,11.87642,13.14705,Detached House,Rent,Old,Electricity,2.0,3.0,68.0,55858805.0
Benin city,6.32983,5.56151,Studio,Rent,New,Electricity,6.0,4.0,49.0,457896889.0
Kaduna,10.57183,7.48177,Mini Flat,Rent,Old,Parking,1.0,2.0,120.0,73105342.0
Kano,11.95727,8.60012,Bungalow,Rent,New,Water,4.0,3.0,555.0,36603904.0
Lagos,6.56944,3.41488,Detached House,Sale,Fairly Used,Electricity,1.0,1.0,520.0,295171931.0
Abuja,9.10343,7.41857,Apartment,Sale,Old,Electricity,5.0,1.0,391.0,92989129.0
Kaduna,10.53402,7.41917,Duplx,Rent,Fairly Used,Electricity,1.0,3.0,533.0,93929760.0
Kano,12.04773,8.61713,Appartment,Sale,Old,Security,2.0,3.0,265.0,298988616.0
Maiduguri,11.80276,13.12134,Duplex,Sale,New,Water,3.0,3.0,345.0,46431991.0
Abuja,9.0762,7.43551,Duplex,Sale,New,Water,1.0,3.0,229.0,440307088.0
Kano,12.03695,8.56812,Appartment,Rent,New,Electricity,4.0,3.0,394.0,20077546.0
Kano,12.02722,8.60127,Mini Flat,Sale,New,Internet,4.0,4.0,311.0,358375605.0
Abuja,9.05251,7.41684,Apartment,Sale,Old,Security,6.0,3.0,448.0,406022290.0
Kaduna,10.49481,7.40277,Studio,Sale,Old,Parking,1.0,2.0,395.0,9203675.0
Ibadan,7.35512,3.94283,Detached House,Sale,Old,Water,2.0,4.0,242.0,38390721.0
Kano,12.00548,8.59032,Appartment,Sale,Fairly Used,Water,2.0,1.0,161.0,208504362.0
Benin city,6.37298,5.61494,Duplx,Rent,Old,Parking,2.0,4.0,130.0,16034720.0
Lagos,6.4775,3.38233,Detached House,Rent,Fairly Used,Parking,1.0,1.0,118.0,3341783.0
Jos,9.93232,8.81157,Mini Flat,Sale,Old,Water,2.0,1.0,289.0,87765468.0
Lagos,6.50301,3.3631,Duplx,Sale,Old,Internet,5.0,1.0,304.0,48345618.0
Lagos,6.55267,3.38752,Apartment,Rent,New,Water,1.0,2.0,400.0,46695993.0
Benin city,6.29017,5.56867,Apartment,Sale,New,Internet,4.0,1.0,490.0,188738550.0
Maiduguri,11.78828,13.18399,Detached House,Rent,Old,Security,2.0,4.0,377.0,343940093.0
Lagos,6.55337,3.33582,Mini Flat,Rent,Old,Internet,1.0,2.0,365.0,61815129.0
Ibadan,7.41239,3.91907,Bungalow,Rent,Fairly Used,Water,3.0,3.0,553.0,86899530.0
Jos,9.93912,8.81255,Mini Flat,Rent,Fairly Used,Parking,1.0,4.0,474.0,422373286.0
Port harcourt,4.7982,7.0624,Duplex,Sale,New,Electricity,1.0,2.0,359.0,95735131.0
Maiduguri,11.79674,13.1722,Detached House,Sale,Old,Electricity,4.0,3.0,509.0,71353961.0
Lagos,6.50234,3.41599,Detached House,Rent,Fairly Used,Electricity,1.0,3.0,451.0,324123396.0
Kaduna,10.49244,7.43309,Bungalow,Sale,New,Water,3.0,1.0,493.0,161452207.0
Jos,9.86888,8.84003,Apartment,Sale,New,Water,6.0,3.0,186.0,391309230.0
Kaduna,10.55314,7.45651,Duplx,Rent,Fairly Used,Parking,5.0,3.0,410.0,50426298.0
Lagos,6.51029,3.35568,Studio,Rent,Old,Security,6.0,3.0,379.0,298833720.0
Kano,11.97319,8.57359,Duplx,Sale,Old,Water,6.0,2.0,293.0,5830977.0
Lagos,6.49652,3.38948,Apartment,Sale,Old,Security,4.0,4.0,446.0,91100871.0
Ibadan,7.37621,3.93756,Duplx,Sale,Old,Internet,5.0,1.0,528.0,454928956.0
Port harcourt,4.81608,7.00742,Mini Flat,Rent,Fairly Used,Internet,4.0,4.0,156.0,95642545.0
Maiduguri,11.87428,13.19459,Apartment,Rent,New,Security,5.0,2.0,256.0,25897156.0
Jos,9.94209,8.87313,Mini Flat,Rent,Old,Security,5.0,4.0,245.0,322208453.0
Port harcourt,4.86557,7.00339,Appartment,Sale,Old,Security,3.0,3.0,85.0,57702131.0
Benin city,6.34987,5.6425,Detached House,Rent,Old,Water,6.0,1.0,439.0,81519858.0
Abuja,9.0351,7.37483,Duplx,Rent,Fairly Used,Electricity,1.0,2.0,490.0,69705073.0
Kano,11.96599,8.62486,Bungalow,Rent,Old,Electricity,1.0,1.0,334.0,57705369.0
Benin city,6.33606,5.62627,Detached House,Rent,Old,Parking,3.0,3.0,410.0,25072749.0
Jos,9.85047,8.86307,Studio,Rent,Old,Water,1.0,3.0,135.0,86543036.0
Jos,9.87571,8.82991,Apartment,Sale,Fairly Used,Parking,3.0,4.0,55.0,14113183.0
Enugu,6.56903,7.49796,Appartment,Sale,Fairly Used,Parking,6.0,4.0,191.0,128819130.0
Kano,11.98988,8.5916,Mini Flat,Sale,New,Internet,2.0,1.0,237.0,345279682.0
Jos,9.89063,8.89252,Duplex,Sale,New,Internet,6.0,3.0,210.0,217879918.0
Kano,12.048,8.57734,Bungalow,Sale,Fairly Used,Electricity,5.0,1.0,421.0,238364179.0
Jos,9.86098,8.90573,Mini Flat,Sale,Old,Water,4.0,1.0,332.0,89027327.0
Benin city,6.35323,5.58075,Detached House,Sale,Fairly Used,Water,5.0,2.0,518.0,184248388.0
Ibadan,7.36136,3.93499,Appartment,Sale,New,Parking,1.0,2.0,173.0,5224513.0
Ibadan,7.41872,3.94337,Mini Flat,Rent,Old,Internet,6.0,1.0,340.0,169166843.0
Enugu,6.53943,7.53883,Studio,Sale,New,Security,5.0,4.0,105.0,265319783.0
Port harcourt,4.83294,7.07619,Studio,Rent,New,Electricity,2.0,1.0,374.0,67843277.0
Enugu,6.49574,7.51914,Detached House,Rent,New,Electricity,4.0,3.0,355.0,3908757.0
Ibadan,7.36829,3.98248,Duplex,Sale,New,Electricity,6.0,4.0,307.0,480963738.0
Jos,9.92047,8.81036,Apartment,Rent,Fairly Used,Water,3.0,4.0,479.0,225825391.0
Lagos,6.49042,3.40631,Duplx,Sale,Fairly Used,Parking,4.0,3.0,362.0,523963.0
Kaduna,10.50707,7.46941,Apartment,Sale,Old,Parking,6.0,1.0,470.0,472066137.0
Lagos,6.52386,3.36468,Apartment,Rent,Fairly Used,Parking,2.0,3.0,404.0,46840399.0
Benin city,6.3733,5.56056,Mini Flat,Sale,New,Parking,3.0,1.0,342.0,273289935.0
Port harcourt,4.82419,7.05365,Mini Flat,Rent,New,Water,3.0,4.0,527.0,37250560.0
Maiduguri,11.87803,13.12888,Detached House,Sale,Old,Internet,1.0,1.0,487.0,25478510.0
Enugu,6.53206,7.46484,Bungalow,Sale,Old,Electricity,5.0,1.0,556.0,97117117.0
Kano,12.01861,8.62313,Duplex,Sale,Old,Internet,3.0,1.0,329.0,18969986.0
Maiduguri,11.87737,13.14068,Detached House,Rent,Fairly Used,Security,3.0,1.0,214.0,54911329.0
Kaduna,10.54794,7.38824,Detached House,Sale,Old,Parking,1.0,2.0,491.0,10665418.0
Abuja,9.06709,7.39053,Detached House,Rent,New,Electricity,3.0,4.0,99.0,63823656.0
Port harcourt,4.7845,7.06958,Detached House,Rent,Old,Electricity,4.0,1.0,386.0,85680460.0
Maiduguri,11.81383,13.16711,Studio,Sale,Fairly Used,Internet,5.0,3.0,462.0,93836761.0
Jos,9.94431,8.81848,Studio,Sale,New,Water,5.0,4.0,64.0,34874074.0
Kaduna,10.53195,7.41372,Bungalow,Rent,Fairly Used,Water,3.0,4.0,115.0,3779923.0
Maiduguri,11.87616,13.11461,Studio,Rent,Fairly Used,Water,6.0,1.0,565.0,222550340.0
Maiduguri,11.78697,13.14287,Appartment,Sale,Fairly Used,Water,5.0,4.0,147.0,80225930.0
Lagos,6.52046,3.3874,Bungalow,Sale,New,Internet,2.0,3.0,457.0,52529977.0
Ibadan,7.4102,3.9474,Studio,Sale,Fairly Used,Internet,3.0,1.0,502.0,14989245.0
Lagos,6.53179,3.38564,Detached House,Rent,Fairly Used,Water,2.0,4.0,437.0,24338756.0
Abuja,9.11855,7.36482,Mini Flat,Rent,Old,Security,2.0,1.0,98.0,229231184.0
Kaduna,10.49157,7.47496,Bungalow,Rent,New,Security,1.0,2.0,465.0,36831364.0
Benin city,6.37453,5.6159,Studio,Rent,New,Internet,6.0,2.0,90.0,157312095.0
Port harcourt,4.80678,7.01001,Detached House,Rent,Old,Parking,1.0,2.0,66.0,56437866.0
Kaduna,10.51137,7.43085,Duplx,Sale,Old,Internet,3.0,1.0,141.0,34722990.0
Benin city,6.32207,5.59532,Mini Flat,Sale,Old,Parking,4.0,3.0,168.0,205406527.0
Port harcourt,4.82785,7.09566,Duplx,Sale,New,Water,1.0,3.0,476.0,167687948.0
Jos,9.93282,8.87206,Appartment,Sale,Fairly Used,Electricity,5.0,2.0,95.0,42267589.0
Kano,12.04164,8.6149,Duplex,Sale,New,Security,1.0,3.0,78.0,357506289.0
Kano,12.01873,8.64187,Bungalow,Rent,New,Water,2.0,3.0,504.0,213502512.0
Benin city,6.32754,5.60174,Duplex,Rent,Old,Internet,3.0,1.0,468.0,7595478.0
Jos,9.91114,8.82198,Apartment,Sale,New,Security,5.0,4.0,95.0,221560923.0
Kaduna,10.51628,7.48264,Bungalow,Rent,Fairly Used,Water,5.0,3.0,240.0,29327649.0
Port harcourt,4.8117,7.06377,Apartment,Sale,Old,Internet,3.0,4.0,92.0,234005083.0
Kano,12.00491,8.60244,Mini Flat,Sale,New,Internet,6.0,2.0,478.0,31908877.0
Abuja,9.09812,7.43914,Duplex,Sale,Old,Water,2.0,1.0,505.0,45422094.0
Lagos,6.55524,3.35617,Duplex,Sale,New,Water,4.0,3.0,440.0,233463868.0
Benin city,6.29126,5.61649,Appartment,Rent,New,Parking,3.0,3.0,534.0,379901566.0
Enugu,6.48263,7.51631,Studio,Rent,Fairly Used,Electricity,5.0,2.0,52.0,23249315.0
Kano,11.98507,8.62769,Duplx,Rent,Old,Parking,6.0,2.0,303.0,429134679.0
Kano,12.00221,8.56641,Studio,Sale,Fairly Used,Parking,1.0,1.0,153.0,415623848.0
