Title,Price,Location,Description
"7bdrm Duplex in Health Center Elebu, Akala Express for sale","₦ 40,000,000",Akala Express,This is a very strategic 4 bedroom duplex with an attached 3 bedroom boys quarters. This property is...
"7bdrm Bungalow in Airforce Estate, Akobo for sale","₦ 200,000,000",Akobo,"A Fully Detached 5-Bedroom Bungalow with a 2-Bedroom Boys’ Quarters, sitting on a generous 1,200sqm..."
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 150,000,000",Akobo,## Investment Opportunity Alert! *3 Units of 4-Bedroom Duplexes for Sale!* *Location:* Carlton...
"3bdrm Bungalow in Zoneq, Road 1, Jawe, Ibadan for sale","₦ 17,000,000",Ibadan,*Twin 3 bedroom bungalow sales* This is a strategic uncompleted twin 3 bedroom apartments in a good...
"5bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 270,000,000",Akobo,Luxury duplex for sale in a serene estate 5-bedroom fully detached duplex + 1 room bq price:...
"4bdrm Bungalow in Tipper Garage, Akala Express for sale","₦ 85,000,000",Akala Express,"## 3-Bedroom Bungalow + 1-Bedroom Flat BQ for Sale! *Location:* Ateere, Akala Express,..."
"4bdrm Duplex in Okebadan Estate, for sale","₦ 130,000,000",Akobo,"A Newly Built 4-Bedroom Detached Duplex with premium finishing, located in a serene and secure gated..."
"6bdrm Duplex in Akala Way, Akobo for sale","₦ 185,000,000",Akobo,New Listing... For Sale !! Newly Built 5 Beds Duplex Home with Room BQ in a Residential Gated...
"7bdrm Bungalow in Apete, Ibadan Polytechnic/University of Ibadan","₦ 30,000,000",Ibadan Polytechnic/University,"This lovely property has 2 bungalows on it, one is a 4 bedroom fully habitable and the other an..."
"5bdrm Duplex in Ile-Tuntun Estate, Jericho for sale","₦ 170,000,000",Jericho,95% complete luxury duplex delivery by the of september 5-bedroom fully detached duplex with...
10bdrm Duplex in Oluyole Estate for sale,"₦ 400,000,000",Oluyole Estate,"Direct Investor’s Combo @ Oluyole Estate, Ibadan Massive property sitting on 4 plots in a prime..."
5bdrm Duplex in Omolayo Akobo Ibadan for sale,"₦ 170,000,000",Ibadan,*DIRECT INSTRUCTION* Newly Built Four bedrooms duplex and a room self contained for sale at...
"4bdrm Duplex in 📍 Carlton Gate, Akobo for sale","₦ 210,000,000",Akobo,"Luxury 4-Bedroom Detached Duplex + BQ Carlton Gate Estate, Kolapo Ishola GRA, Akobo, Ibadan Price:..."
"3bdrm Bungalow in Tipper Garage, Akala Express for sale","₦ 48,000,000",Akala Express,"Direct Brief ## Luxurious 3-Bedroom Bungalow for Sale! *Location:* Karinkapo Estate, Tipper..."
"3bdrm Bungalow in Green View Estate, Akala Express for sale","₦ 75,000,000",Akala Express,"Direct *FOR SALE* Exquisite 3-Bedroom Flat with BQ + Security House inside Green View Estate,..."
"5bdrm Duplex in Adex Area, Monatan, Iwo Road for sale","₦ 92,000,000",Iwo Road,All room Ensuite * 2 Living rooms with waiting rooms * 2 bedroom BQ * Reading room * Functional...
"8bdrm Block of Flats in Alegongo Estate, Akobo for sale","₦ 60,000,000",Akobo,"2 unit of a Solid 4 Bedroom Block of flat Alegongo Estate, Akobo , Ibadan (About 2mins drive to..."
4bdrm Duplex in Bodija Estate for sale,"₦ 90,000,000",Bodija,for sale newly built 4-bedroom semi-detached duplex with room bq located in a well-secured gated...
"7bdrm Block of Flats in No7, Adeoya, Iyana, Ibadan for sale","₦ 75,000,000",Ibadan,*FOR OUTRIGHT SALE* DIRECT INSTRUCTIONS One storey building having 3 bedroom flat on top and a...
4bdrm Bungalow in Bodija Estate for sale,"₦ 180,000,000",Bodija,A 4bedroom detached duplex with a room bq for sale at new bodija estate for just #180m net
"4bdrm Duplex in Ikolaba Main Estate, Agodi for sale","₦ 250,000,000",Agodi,*4 Beds / Ikolaba For Sale !! Fully Detached 4 Bedrooms Duplex + Bq in Secured Gated Estate...
4bdrm Duplex in Oyelade Estate for sale,"₦ 220,000,000",Oluyole Estate,These are 4 units of newly built fully detached 4 bedroom duplexes in a very secluded and secured...
4bdrm Duplex in Alalubosa Gra Ibadan for sale,"₦ 300,000,000",Ibadan,"*Direct brief:* 4 bedroom fully detached duplex with a room bq at Alalubosa GRA, Ibadan. *Asking..."
"3bdrm Apartment in Zenith Hospital,, Ibadan for sale","₦ 25,000,000",Ibadan,DIRECT INSTRUCTIONS Twin 3 bedroom apartments on a plot of land with all bedrooms en suite and...
"4bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 170,000,000",Akobo,Contemporary 4 Bedroom Detached Duplex Location: Carlton Gate Estate Ibadan Price: 170M ...
"4bdrm Duplex in Aare Avenue, Oluyole Estate for sale","₦ 400,000,000",Oluyole Estate,"Direct Brief _Luxury Automated Duplex for Sale in Oluyole Estate, Ibadan_ *Description:* Automated..."
7bdrm Bungalow in Olorunsogo Off for Sale,"₦ 18,000,000",CHallenge / Ibadan,"This is a nice bungalow with 3 apartments. that is, 2 units of 3 bedroom and a room self contain one..."
2bdrm Block of Flats in Bodija for sale,"₦ 95,000,000",Bodija,"FOR SALE Direct Brief 8 units of 2 bedroom flats. _(fully tiled, separate prepaid meter, water..."
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 180,000,000",Akobo,4 Beds / Carlton Gate Akobo / 180M For Sale !! Newly Built 3-Bed Detached Duplex Home + Room BQ in...
"5bdrm Duplex in Okebadan Estate,, Ibadan for sale","₦ 160,000,000",Ibadan,FRESH LISTING *Direct brief* Magnificent 5 bedroom duplex in a secluded estate This is a very...
"4bdrm Duplex in Purple Gate Estate, for sale","₦ 140,000,000",Ibadan,"Contemporary 4-Bedroom Semi-Detached Duplex – For Sale! Location: Purple Gate Estate, Oluyole,..."
12bdrm Block of Flats in Alakia for sale,"₦ 27,000,000",Alakia,"4 units of 3bedroom flats *location*: new ife road road alakia papa olosan, iyere street. ibadan..."
"3bdrm Bungalow in Karinkapo Estate, Akala Express for sale","₦ 45,000,000",Akala Express,"## 3-Bedroom Bungalow for Sale! *Location:* Karinkapo Estate, Tipper Garage, Akala Express,..."
"8bdrm Bungalow in Boluwaji, Pdinjo for Sale","₦ 8,500,000",Pdinjo,This strategic mixed use 8 room bungalow that can be used for both commercial purposes like...
4bdrm Bungalow in Ibadan for sale,"₦ 30,000,000",Ibadan,Tastefully built 4bedroom detached bungalow with a room and parlour bq Going for ₦30million net...
4bdrm Duplex in Jericho Estate for sale,"₦ 180,000,000",Jericho,*4 Beds / Jericho GRA /1 For Sale !! Newly build 4 Bedrooms Semi Detached Duplexes in a mini gated...
"8bdrm House in Ile Anu, Akala Express for Sale","₦ 35,000,000",Akala Express,"This massive property has3 buildings, all on 2 plots of fenced land there is a storey building with..."
"10bdrm Duplex in Aerodrome Estate, Samonda for sale","₦ 650,000,000",Samonda,"Description: two units luxury duplex with swimming pool and inverter. location: aerodrome estate,..."
"4bdrm Bungalow in Aiyegoro Estate., Akobo for sale","₦ 85,000,000",Akobo,"*direct sale in akobo, ibadan.* *tastefully finished luxurious newly built massive 4-bedroom..."
"4bdrm Block of Flats in Aworawo, Ojoo for sale","₦ 40,000,000",Ojoo,Two units of 4bedroom & 3bedroom with a garage on 801sqm land. Benefits Well fenced and...
"6bdrm Bungalow in Unity Estate, Akobo for sale","₦ 30,000,000",Akobo,Tastefully built twins 3 bedroom detached bungalow Perfect for families or investors looking for a...
"4bdrm Duplex in Emmanuel Estate, for sale","₦ 185,000,000",Ibadan,"* sale : 2 units of newly built 4-bedroom duplexes with room bq* location: emmanuel estate, nihort,..."
"3bdrm Bungalow in Ile-Tuntun Estate, Jericho for sale","₦ 95,000,000",Jericho,"luxury & spacious smart home 3-bedroom bungalow + security house location: ile-tuntun estate, off..."
"4bdrm Duplex in Star Gate, Oluyole for sale","₦ 220,000,000",Oluyole Estate,"Detached 4-Bedroom Duplex with BQ Location: Star Gate, Oluyole Estate, Ibadan Property Features: 4..."
Furnished 3bdrm Bungalow in Moniya for sale,"₦ 55,000,000",Moniya,"Tastefully built & fully furnished bungalow located at aba odo, irepodun area, off moniya express,..."
"3bdrm Bungalow in Wisdom Estate, Akobo for sale","₦ 50,000,000",Akobo,"A detached bungalow of 3bedroom with ample space Location: wisdom Estate, Akobo. Price: 50M ...."
"5bdrm Penthouse in Lekron Mini Estate, Bodija for sale","₦ 120,000,000",Bodija,For sale 5 bedroom fully detached duplex *full pop *kitchen cabinet *security door *full...
"6bdrm Bungalow in Behind Dv School, for sale","₦ 35,000,000",Ibadan,"Direct Listing *BUNGALOW SALES* Two units of 3 bedroom apartments, one is fully completed well..."
"5bdrm Bungalow in Okebadan Estate, Akobo for sale","₦ 75,000,000",Akobo,"*for sale in okebadan estate, aiyegoro, adjacent carlton gate gra, akobo, ibadan. *tastefully..."
8bdrm Block of Flats in Iwo Road for sale,"₦ 55,000,000",Iwo Road,Fresh Investment Opportunity A block of 4 units of 2-Bedroom Flats conveniently located at Elewi...
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 190,000,000",Akobo,"4-Bedroom Semi-Detached Duplex with BQ Carlton Gate Estate, Akobo, Ibadan Features: Spacious 4..."
"4bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 180,000,000",Akobo,Newly Built 4-Bedroom Duplex with BQ Experience luxury living in this brand new 4-bedroom duplex...
"5bdrm Penthouse in Akala Estate, Akobo for sale","₦ 140,000,000",Akobo,5 bedroom Penthouse with modern facilities. *_Features_* - Ante room - Spacious Living room -...
"12bdrm Block of Flats in Ogungbade Estate, Alakia for sale","₦ 45,000,000",Alakia,"4 units of 3-bedroom flats, each with 4 toilets and 4 bathrooms. Title: All documents..."
"11bdrm Block of Flats in Apete Olomo Ib, Oyo, Ibadan for sale","₦ 48,000,000",Ibadan,Hostel for sale A newly built 11 unit a room self contain and 3 unit of room and parlour self...
"3bdrm Duplex in Kolapo Ishola G R.A, for sale","₦ 230,000,000",Ibadan,"FOR SALE: Newly Built 3 Bedroom Detached Duplex @ Kolapo Ishola G R.A, Ibadan. (Gated and Fully..."
"6bdrm Duplex in Nigeria Army Tiger, Ojoo for sale","₦ 160,000,000",Ojoo,"*a tastefully finished, newly built luxurious 98% completed 5-bedroom detached duplex with a room..."
"6bdrm Bungalow in Akingbile, Moniya for sale","₦ 50,000,000",Moniya,Home for sale in a serene and secure neighborhood. well-maintained 4 bedroom bungalow with a...
4bdrm Duplex in Ojoo for sale,"₦ 65,000,000",Ojoo,"for sale – modern duplex with 4 shops, security & legal documents beautifully built, spacious..."
"4bdrm Duplex in Akala Estate, Akobo for sale","₦ 100,000,000",Akobo,"FULLY DETACHED 4-BEDROOM DUPLEX Location: PALACE ESTATE ,AKALA, Akobo, Ibadan, Nigeria Price: N135..."
"5bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 195,000,000",Akobo,"4-Bedroom Detached Duplex with BQ Location: Carlton Gate Estate, Akobo, Ibadan Price:..."
4bdrm Bungalow in Akobo for sale,"₦ 60,000,000",Akobo,"a well built, fairly used 4-bedroom detached bungalow sitting on a cornerpeice 621 square metres of..."
"4bdrm Bungalow in Bodmas Estate, Akobo for sale","₦ 40,000,000",Akobo,Exquisitely Built 2unit of 2Bedroom Bungalow (twin flats) Located @ Barbintin Aiyegoro off General...
"7bdrm Mansion in Ajadi Estate, Ologuneru for sale","₦ 65,000,000",Ologuneru,"7 Bedroom uncompleted building , in a serene environments , Located in the heart of Ologuneru Ibadan..."
20bdrm Block of Flats in Agodi Gate for sale,"₦ 90,000,000",Agodi,"Investment property for sale at ik dairo agodi gate. it consist of 4 units of 3-bedroom flat, 2..."
"4bdrm Bungalow in Joy Estate, Akobo for sale","₦ 45,000,000",Akobo,"*FRESH SALE* Beautiful modern 4-bedrooms bungalow with all modern facilities: POP, all rooms..."
"7bdrm Bungalow in Golden Estate, Ajara, Akobo for sale","₦ 45,000,000",Akobo,* modern built twin bungalow for sale at akobo. just 2 mins drive to the main road* *a tastefully...
"4bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 150,000,000",Akobo,"FULLY DETACHED 4-BEDROOM DUPLEX Location: Carlton Gate Estate, Kolapo Ishola GRA, General Gas,..."
8bdrm Duplex in Old Bodija Estate for sale,"₦ 280,000,000",Bodija,luxurious 2 units of 4-bedroom semi-detached duplex with bq with state of the art facilities in a...
"5bdrm Duplex in Tiger Estate, Ojoo for sale","₦ 140,000,000",Ojoo,Exquisitely detailed modern 4 bedrooms detached duplex with a room BQ & other modern facilities: ...
"3bdrm Bungalow in Harmony Estate, Akobo for sale","₦ 28,000,000",Akobo,2 unit 3 bedroom flat is now available with all modern facilities Location Harmony estate after...
"5bdrm Duplex in Omololu Olunloyo Gra, Oluyole Estate for sale","₦ 150,000,000",Oluyole Estate,*for sale* = luxury designed 4 bedroom (semi-detached) duplex with bq. = ≈= *location:* omololu...
5bdrm Duplex in New Bodija for sale,"₦ 130,000,000",Bodija,"~NOW OPEN SALE:~ 5 BEDROOM DUPLEX FOR SALE ! Location- Sunbeam, New Bodija, Ibadan Asking Price-..."
"12bdrm Block of Flats in Unity Estate, Akobo for sale","₦ 180,000,000",Akobo,"HOT SALE – AKALA ESTATE, UNITY ESTATE, AKOBO IBADAN Newly Built 4 Units of 3-Bedroom Flats with..."
"8bdrm Duplex in Orogun, Ibadan Polytechnic/University for sale","₦ 60,000,000",Ibadan Polytechnic/University,FOR SALE Twin Duplex of 4 Bedrooms each This solid property offers 2 units of spacious duplexes...
5bdrm Duplex in Oluyole Estate for sale,"₦ 300,000,000",Oluyole Estate,LUXURY 5 bedroom DUPLEX A beautifully finished 4-bedroom duplex + maid’s room (5 beds total) with...
"3bdrm Bungalow in Olodo, Iwo Road for sale","₦ 45,000,000",Iwo Road,Elegant built and finished 3-Bedroom Flat Features: 3 Bedrooms | 4 Toilets & 4 Baths POP...
6bdrm Duplex in Agodi Gra for sale,"₦ 190,000,000",Agodi,Elegant 5-Bedroom Detached Duplex + BQ Discover luxury living in this beautifully finished...
"9bdrm Duplex in Bashorun Estate, Basorun for sale","₦ 100,000,000",Basorun,*♧ property suitable for both residential and commercial for sale in ibadan* * a very strong and...
"4bdrm Bungalow in Isokan Estate, Akobo for sale","₦ 45,000,000",Akobo,"A nice 4bedroom bungalow with study room and 2 sitting rooms, all en-suite with pop at Isokan Estate..."
4bdrm Duplex in Onireke Gra for sale,"₦ 160,000,000",Dugbe (Onireke),"Luxury 4 bedroom duplex Oba Akenzua Drive, Onireke GRA, Ibadan Welcome to Eminent..."
5bdrm Penthouse in Agodi Gra for sale,"₦ 500,000,000",Agodi,"EXCLUSIVE DEAL Exquisitely Built Luxury 5 & 6 Bedroom Duplexes / Triplexes Location: Agodi GRA,..."
"12bdrm Block of Flats in Airport Road, Alakia for sale","₦ 30,000,000",Alakia,FOR SALE Commercial Property 4 Units of 3-Bedroom Flats on a standard plot of land. Location: Idi...
4bdrm Bungalow in Akobo for sale,"₦ 65,000,000",Akobo,"Spacious 4-Bedroom Bungalow with 2 Living Rooms Location: Elewuro, Akobo, Ibadan Just 3 minutes’..."
"4bdrm Block of Flats in Olode Adegbayi, Iwo Road for sale","₦ 25,000,000",Iwo Road,"2 Units of 2-Bedroom Flats *Location:* No. 4 Ibugbe Alayo Area, Olode Adegbayi, Off Old Ife Road,..."
"12bdrm Block of Flats in Elewuro Estate, Akobo for sale","₦ 75,000,000",Akobo,A modern four units of 3-bedroom flat in a serene and secure area with good road network. location:...
"4bdrm Bungalow in Festac Estate, Akobo for sale","₦ 35,000,000",Akobo,4 bedroom bungalow (self compound) tastefully built on a standard plot of land accessible through...
Mini Flat in Ibadan Polytechnic/University for sale,"₦ 34,000,000",Ibadan Polytechnic/University,3 units mini flat on a full standard plot of land. Running water Prepaid meter Easy access to road
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 175,000,000",Akobo,*for sale in most sorted after gra in ibadan* * newly built units of 4 bedroom detached duplex with...
"4bdrm House in Mofoluwaso Estate, Akobo for sale","₦ 70,000,000",Akobo,Very massive sales. tastefully finished luxurious spacious 4-bedroom fully detached bungalow with 2...
"6bdrm Duplex in Nigeria Army Tiger, Ojoo for sale","₦ 85,000,000",Ojoo,"* distress sale at the nigeria army tiger estate, beside odogbo barracks, ojoo, ibadan. *a modern..."
"3bdrm Bungalow in Okebadan Estate, Akobo for sale","₦ 65,000,000",Akobo,*distress sale in a serene environment with stable power supply and easy accessibility.* *...
4bdrm Duplex in Palm Garden Estate for sale,"₦ 185,000,000",Oluyole Estate,"Fully Detached Ongoing Smart Home 4-Bedroom Duplex Palm Garden Estate, Green Gate, Oluyole, Ibadan ..."
3bdrm Bungalow in Akobo for sale,"₦ 25,000,000",Akobo,"3bedroom flat on a 473.820Sqm parcel of land Location: Apon,off Akobo -Olorunda Road Idi Ape,Akobo,..."
"4bdrm Duplex in Oyelade Gra, Oluyole Estate for sale","₦ 210,000,000",Oluyole Estate,A Newly built and very Spacious contemporary 4-bedroom Detached Duplex with modern *Amenities:* -...
"5bdrm Duplex in Alafia, Oke’Badan, Akobo for sale","₦ 150,000,000",Akobo,Twin Semi-Detached Duplexes containing 5 bedrooms each on a corner plot; - The property needs...
"11bdrm Block of Flats in Orogun, Ibadan Polytechnic/University","₦ 40,000,000",Ibadan Polytechnic/University,"* property suitable for hostel, hotel, school etc, at university of ibadan area* * a 5-bedroom flat..."
"5bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 200,000,000",Akobo,` |NEW SALES OPENING| A Newly built and Spacious 4bedroom Detached Duplex with modern *Amenities:*...
"16bdrm Block of Flats in Orogun, Ibadan for sale","₦ 35,000,000",Ibadan,"for sale at orogun, university of ibadan area, ibadan. 4 flats of structurally sound 3-bedroom..."
3bdrm Duplex in Agodi Gra for sale,"₦ 170,000,000",Agodi,"Luxury 3-Bedroom Semi-Detached Duplex Location: Olive Court, Agodi GRA, Ibadan Price: ₦170 Million ..."
"7bdrm Bungalow in Harmony Estate, Akobo for sale","₦ 35,000,000",Akobo,"Tastefully finished luxurious spacious twin bungalow of 4-bedroom flat and 3 bedroom flat, fenced..."
"Furnished 3bdrm Bungalow in Adeniran Estate, Jericho for sale","₦ 100,000,000",Jericho,*Beautiful 3 bedroom bungalow Sales* This is an exquisitely built 3 bedroom bungalow with state of...
"6bdrm Bungalow in Akala Estate, Akobo for sale","₦ 40,000,000",Akobo,Twin bungalow of 3 bedroom flat on 768 square metres of land. Location: Akala Estate Akobo Price:...
"3bdrm Bungalow in Icast Road, Ibadan for sale","₦ 45,000,000",Ibadan,"3bedroom bungalow with modern facilities at icast road Elebu, pop, borehole, security house ,car..."
5bdrm Duplex in Zionist Estate for sale,"₦ 160,000,000",Oluyole Estate,"EXECUTIVE OFFER Luxury 4bedroom duplex with all exotic modern facilities, with good electricity,..."
"6bdrm Duplex in Tiger Mini Estate, Ojoo for sale","₦ 140,000,000",Ojoo,"#tastefully finished, luxurious newly built 4 bedroom detached duplex with a room bq #detached..."
"6bdrm Duplex in Nigeria Army Tiger, Ojoo for sale","₦ 140,000,000",Ojoo,Tastefully finished newly built luxurious state of the art 5 bedroom detached duplex with a room bq...
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 200,000,000",Akobo,*luxury home for sale in a serene and secure gated estate with stable electricity and tarred road to...
"4bdrm Block of Flats in Anu Oluwa Estate, Alakia for sale","₦ 40,000,000",Alakia,"4 Units of Room & Parlour Self-Contain – Fully POP-Finished Location: Anu Oluwa Estate, Near..."
3bdrm Bungalow in Jericho Extension for sale,"₦ 75,000,000",Jericho,"Newly Built 3 Bedroom Detached Bungalow *Facilities :* Swimming pool, gate house, wire fencing,..."
Furnished 5bdrm Bungalow in Bodija for sale,"₦ 60,000,000",Bodija,"Tastefully Finished 5-Bedroom Flat Location: Aduloju, Along Ìwọ Road, Ojoo Express, Ibadan Discover..."
"4bdrm Bungalow in Teller Estate, Akobo for sale","₦ 20,000,000",Akobo,"4 bedrooms all en suite with security House fenced but not gated, roofed completed Contact for..."
"Furnished 4bdrm Bungalow in Ayiegoro Estate,, Akobo for sale","₦ 75,000,000",Akobo,Fully furnished 4 bedroom bungalow with all morden facilities *facilities:* set of chairs 3...
5bdrm House in Airforce Basorun for sale,"₦ 185,000,000",Basorun,*FOR SALE* 5bedroom Duplex at Airforce Basorun housing estate with BQ *Price : 185m*
6bdrm Mansion in Federal Government for sale,"₦ 110,000,000",Moniya,*mansion for sale in a serene and secure gated estate with stable electricity and tarred road to...
4bdrm Block of Flats in Ui Quarters Ojoo for sale,"₦ 25,000,000",Ojoo,"Spacious 2 Units of 2-Bedroom Flats Location: UI Quarter, Ajobo Ojoo, Ibadan Spacious and..."
"6bdrm Bungalow in Success Estate,, Akobo for sale","₦ 40,000,000",Akobo,"Tastefully finished newly built luxurious twin 3-bedroom bungalow with state of the art facilities,..."
"6bdrm Duplex in Airforce Estate, Akobo for sale","₦ 90,000,000",Akobo,for sale in one of the most sorted after estate in akobo tastefully finished newly built luxurious...
Furnished 4bdrm Duplex in Jericho Gra for sale,"₦ 270,000,000",Jericho,Furnished *4 bedroom* detached duplex with mikano generator. *location:* jericho gra by the military...
Furnished 4bdrm Duplex in Bodija for sale,"₦ 100,000,000",Bodija,A Furnished 4 bedrooms detached duplex all en-suite with pop car lot and more Price100m......
4bdrm Duplex in Bodija for sale,"₦ 180,000,000",Bodija,Newly build 4bedroom duplex at new bodija *Price : 220m*
"4bdrm Bungalow in Salami Somade Estate, Basorun for sale","₦ 50,000,000",Basorun,Twin bungalow consisting 2 bedroom apartment and a room and parlor self contained at salami somade...
"12bdrm Block of Flats in Ologbo Estate, Ologuneru for sale","₦ 65,000,000",Ologuneru,"3-Bedroom Flat (Block of 4 Flats) Ologbo Estate, Off Ologuneru Road Title: C of O Asking Price:..."
5bdrm Duplex in Adeoyo Gra for sale,"₦ 125,000,000",Adeoyo,"Exquisite Newly Built 4-Bedroom Duplex with BQ and Gatehouse Location: AdeOyo GRA, Off Ring Road,..."
"3bdrm Duplex in City Park & Gardens, Ibadan for sale","₦ 60,000,000",Ibadan,"A 3 bedroom detached duplex at City Park and Gardens, Adron estate, Coca cola Asejire, Egbeda,..."
"4bdrm Duplex in Kolapo Ishola Gra, Ibadan for sale","₦ 180,000,000",Ibadan,For sale in the most sorted after gra in ibadan. tastefully finished newly built luxurious...
4bdrm Duplex in New Bodija Estate for sale,"₦ 200,000,000",Bodija,A Contemporary newly built and Structurally finished Spacious Smart with inverter installation...
4bdrm Duplex in Ibadan for sale,"₦ 125,000,000",Ibadan,"A 4-bedroom semi-detached twin duplex Location: S&T Estate, Jericho GRA extension, Ibadan. Each..."
"4bdrm Bungalow in Pelu Sariki, Akala Express for sale","₦ 40,000,000",Akala Express,"4 Bedrooms with 2 sitting rooms and BQ On 2 plots of land sale at Pelu Sariki, Ire Akari Akala..."
"3bdrm Bungalow in Achievers Estate, Ibadan for sale","₦ 60,000,000",Ibadan,"Standard 3-Bedroom Bungalow with Extra Features Location: Achievers Estate, Camp Ido Road,..."
"9bdrm Duplex in Olalere Estate, Alakia for sale","₦ 85,000,000",Alakia,"HOT SALE – 6-Bedroom Duplex + 3 Units Self-Contain Olalere Estate, Alakia – 3 mins to Airport..."
20bdrm Block of Flats in Moniya for sale,"₦ 250,000,000",Moniya,Exclusive Ultra Modern Built 8Unit Of Two Bedroom Flat 1Unit Of Three Bedroom Flat And 1Unit Of Room...
"Furnished 3bdrm Bungalow in Ile Tuntun Estate, Jericho for sale","₦ 75,000,000",Jericho,"Tastefully finished newly built luxurious 3-bedroom detached bungalow with swimming pool, with state..."
"6bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 180,000,000",Akobo,*direct brief of hammock homes* * tastefully finished luxurious spacious 5 bedroom detached duplex...
"4bdrm Duplex in Faith Bible Estate, Akobo for sale","₦ 110,000,000",Akobo,*4 Beds / Iyana Olopa A A Luxurious and well furnished 4-bedroom Duplex Home Benefits...
5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,"Newly Built Luxury 5 Bedroom Duplex + BQ at Oluyole Estate, Ibadan. This property is semi-furnished..."
"5bdrm House in Olodo Bank, Iwo Road for sale","₦ 40,000,000",Iwo Road,Tastefully built twin flats: 2 & 3 bedroom units *location:* olodo bank pagun area asking price:*...
"6bdrm Penthouse in Kolapo Ishola Gra, Akobo for sale","₦ 400,000,000",Akobo,Fully detached 5bedroom penthouse with swimming pool and bq for sale! locationkolapo ishola gra...
"5bdrm Bungalow in Ibugbe Alafia Area, Ibadan for sale","₦ 25,000,000",Ibadan,"5 bedroom bungalow Location: ibugbe alafia area adegbayi new ife rd ibadan,"
4bdrm Bungalow in Basorun Estate for sale,"₦ 95,000,000",Basorun,4 Bedroom fully detached at OYSHCO Basorun Estate. Key Facilities -1208sq .meter land area with less...
5bdrm Block of Flats in Moniya for sale,"₦ 40,000,000",Moniya,"Two units of two bedroom flat and a unit of room/parlor self contained in a compound at Lagbe,..."
"5bdrm House in Bashorun, Basorun for sale","₦ 120,000,000",Basorun,"Italian-standard 5-Bedroom Duplex with BQ and Garden, located in a gated and well-secured estate on..."
"4bdrm Bungalow in Yanbule Estate, Akobo for sale","₦ 75,000,000",Akobo,FOR SALE Direct Brief 4 Bedrooms bungalow sitting on over 600sqm piece of land : Location :...
4bdrm Duplex in Oluyole Estate for sale,"₦ 300,000,000",Oluyole Estate,"Newly Built 4-Bedroom Duplex + BQ + Swimming Pool Location: Aare Avenue, Oluyole Estate Property:..."
"4bdrm Bungalow in Oluana Estate, Ibadan for sale","₦ 30,000,000",Ibadan,"Tastefully built 4-Bedroom Bungalow Location: Oluana Estate, Akingbile Area, Ibadan Features: All..."
5bdrm Duplex in Bodija for sale,"₦ 180,000,000",Bodija,"*DIRECT PROPERTY* BODIJA, IBADAN Newly Built 4-Bedroom Detached Duplexes with a 1-Room BQ Price:..."
12bdrm Block of Flats in Oluyole Estate for sale,"₦ 90,000,000",Oluyole Estate,"Four (4) Flats of 3 Bedroom each with 2 Bedrooms detached Land Size: 1200sqm Location: 14th Avenue,..."
"3bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 250,000,000",Akobo,FOR SALE — MODERN 3-BEDROOM DUPLEX Luxury meets comfort in this elegant home located in the...
"5bdrm Duplex in Oke’Badan Estate, Akobo for sale","₦ 120,000,000",Akobo,Twin Semi-Detached Duplexes containing 5 bedrooms each on a corner plot; - The property needs...
5bdrm Duplex in Ojoo for sale,"₦ 70,000,000",Ojoo,* distress sale in a cool area at ojoo.* *an 85% completed 5-bedroom detached duplex with gerard...
"6bdrm Block of Flats in Olodo, Iwo Road for sale","₦ 25,000,000",Iwo Road,"Nicely built 3 Units of 2-Bedroom Flats Location: Sokobi Area, Olodo Bank, Ibadan Property: 3..."
4bdrm Duplex in Oluyole Estate for sale,"₦ 330,000,000",Oluyole Estate,"Luxury 4 Bedroom Duplex Location: Blue Gare, Oluyole Estate, Ibadan. (Gated and Fully Secured..."
5bdrm Duplex in Akobo for sale,"₦ 120,000,000",Akobo,"* Solidly built 4 bedroom Duplex with room and parlour self contain BQ, swimming pool and other..."
"4bdrm Duplex in Lere Adigun Gra, Basorun for sale","₦ 170,000,000",Basorun,"Brand New Luxury 4-Bedroom Duplexes Discover elegance and comfort in these 8 brand-new,..."
"3bdrm Bungalow in Idiahun Elebu, Ibadan for sale","₦ 50,000,000",Ibadan,Newly built 3 bedrooms location: idiahun elebu price: 50m asking 46m net all rooms en-suite pop...
"4bdrm Bungalow in Olodo, Iwo Road for sale","₦ 35,000,000",Iwo Road,"Four bedroom Bungalow self compound on a full plot of land... *FEATURES* Full Tiles, Kitchen..."
"3bdrm Bungalow in Peace Estate, Ologuneru for sale","₦ 60,000,000",Ologuneru,"Stunning and well designed 3-bedroom bungalow for sale - *location*: peace estate, near larry ken..."
